"plot_number","prow","pcol","grow","gcol","subplot"
115,26,"6",1,3,1
110,26,"7",1,1,3
110,26,"7",1,2,2
110,26,"7",1,3,1
87,26,"8",1,1,3
87,26,"8",1,2,2
87,26,"8",1,3,1
82,26,"9",1,1,3
82,26,"9",1,2,2
82,26,"9",1,3,1
59,26,"10",1,1,3
59,26,"10",1,2,2
59,26,"10",1,3,1
54,26,"11",1,1,3
54,26,"11",1,2,2
54,26,"11",1,3,1
31,26,"12",1,1,3
31,26,"12",1,2,2
31,26,"12",1,3,1
26,26,"13",1,1,3
26,26,"13",1,2,2
26,26,"13",1,3,1
3,26,"14",1,1,3
3,26,"14",1,2,2
3,26,"14",1,3,1
918,27,"1",1,1,3
918,27,"1",1,2,2
918,27,"1",1,3,1
917,27,"2",1,1,3
917,27,"2",1,2,2
917,27,"2",1,3,1
167,27,"3",1,1,3
167,27,"3",1,2,2
167,27,"3",1,3,1
142,27,"4",1,1,3
142,27,"4",1,2,2
142,27,"4",1,3,1
139,27,"5",1,1,3
139,27,"5",1,2,2
139,27,"5",1,3,1
114,27,"6",1,1,3
114,27,"6",1,2,2
114,27,"6",1,3,1
111,27,"7",1,1,3
111,27,"7",1,2,2
111,27,"7",1,3,1
86,27,"8",1,1,3
86,27,"8",1,2,2
86,27,"8",1,3,1
83,27,"9",1,1,3
83,27,"9",1,2,2
83,27,"9",1,3,1
58,27,"10",1,1,3
58,27,"10",1,2,2
58,27,"10",1,3,1
55,27,"11",1,1,3
55,27,"11",1,2,2
55,27,"11",1,3,1
30,27,"12",1,1,3
30,27,"12",1,2,2
30,27,"12",1,3,1
27,27,"13",1,1,3
27,27,"13",1,2,2
27,27,"13",1,3,1
2,27,"14",1,1,3
2,27,"14",1,2,2
2,27,"14",1,3,1
916,28,"1",1,1,3
916,28,"1",1,2,2
916,28,"1",1,3,1
915,28,"2",1,1,3
915,28,"2",1,2,2
915,28,"2",1,3,1
168,28,"3",1,1,3
168,28,"3",1,2,2
168,28,"3",1,3,1
141,28,"4",1,1,3
141,28,"4",1,2,2
141,28,"4",1,3,1
140,28,"5",1,1,3
140,28,"5",1,2,2
140,28,"5",1,3,1
113,28,"6",1,1,3
113,28,"6",1,2,2
113,28,"6",1,3,1
112,28,"7",1,1,3
112,28,"7",1,2,2
112,28,"7",1,3,1
85,28,"8",1,1,3
85,28,"8",1,2,2
85,28,"8",1,3,1
84,28,"9",1,1,3
84,28,"9",1,2,2
84,28,"9",1,3,1
57,28,"10",1,1,3
57,28,"10",1,2,2
57,28,"10",1,3,1
56,28,"11",1,1,3
56,28,"11",1,2,2
56,28,"11",1,3,1
29,28,"12",1,1,3
29,28,"12",1,2,2
29,28,"12",1,3,1
28,28,"13",1,1,3
28,28,"13",1,2,2
28,28,"13",1,3,1
1,28,"14",1,1,3
1,28,"14",1,2,2
1,28,"14",1,3,1
