"plot","block","Entry","Name","Pedigree"
315,1,177,"NC14-1902","SS76-40 / Gerard 229"
316,1,42,"HORIZON 306","LA9339’/’TAMO 405"
317,1,218,"TX14OCS5037","TX02D034//TX02U7682"
318,1,65,"LA06059SBSBSBSB-4-S1","TAMO 405/LA99016"
319,1,23,"FL0943-U4","FL0554-Ab5 (UFRGS 01B7114-1-3 (PC68/*Starter F4//UFRGS 10)/FL0127-H1 (FL0051 F1 (FL92SA292-A1/FL92OHR37,896-Y3-A1)/IL 95-8217 (Blaze/Brawn)))/F1 FL0841 (05RAT-00P08(AC Ronald/OT299)/LA02010SBSBSBSB-S2(9513BTB-80-I2/TX00D176))"
320,1,101,"LA08085BS-T2","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
321,1,358,"TX19CAS0058","TX14OCS5003/LA07023SBS-FS5-Ab1"
322,1,431,"LA17080SBS-29-1-1","LA10001SSBS-20 / MN2013BT1021-1-2"
323,1,376,"FLLA17032-41","HZN 306  / LA16188,F1 (UFRGS 087045-3 / MN11140)"
324,1,372,"SCLA17151SBS-40-1","NC12-3447 / FL0720-R6"
325,1,8,"Coker 716","Coker 62-30 (unknown/unknown)/Beltsville Selection 279 (unnamed_9419/Clintland)"
326,1,59,"LA06009SBSBSB-24-S","LA02030-S-B-5-S2/LA99016"
327,1,398,"FLLA17031-71","HZN 306  / LA16188,F1 (UFRGS 087045-3 / MN11140)"
328,1,303,"TX20CAS1025","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
329,1,36,"Fulgrain","Big Boy (unknown/unknown)/Navarro (sel. From North American landrace/sel. From North American landrace)"
330,1,290,"FLLA16166-79","TX09CS065 / FL0720-R6"
331,1,320,"LA17008SBSS-59-1","BW 08-5 / LA16160,F1 (SD110304 / TX14OCS5212)"
332,1,285,"FLLA17071-51","LA10001SSBS-20 / LA09015SBS-U1"
333,1,141,"NC12-3922","Rodgers / NC03-2421"
334,1,13,"FL03146BSB-S1-B-S1","TAMO 405/HZN 474"
335,1,238,"FL11017-7","FL0555-Ab3/FL1045 F1 (IL 02-8011/FL03117-L5(UFRGS B017108-2-5/Bw1000))"
336,1,237,"FL12034-10","LA06055SBSBSB-79 (TAMO 405/LA02054-S-B-167-S2)/FL11048 F1 (FL03038-L1/MN 08262)"
337,1,445,"NC20-4441","Horizon306/Gerard224"
338,1,455,"TX18OCS9135","FL0703-R5-AB1//FL03254-L1/TX09CS1029"
339,1,50,"LA03066SBS-L1","UFRGS 952521/LA966BIB32-1-1-B"
340,1,394,"FLLA17017-70","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
341,1,344,"FLLA17149-30","NC12-3447 / LA09015SBS-U1"
342,1,261,"FLLA17025-4","HZN 306  / LA10041SSBS-80"
343,1,343,"FLLA17119-66","MN11211 (SA081654)2 / NC12-3447"
344,1,390,"FLLA17152-71","NC12-3447 / LA16016,F1 (BW 08-5 / MN11140)"
345,1,87,"LA07065SBS-FS2-Ab1","TAMO 405/UFRGS 028152-1"
346,1,192,"TIFT",NA
347,1,82,"LA07048SBSB-5","LA98002SBS-64  /  LA99017"
348,1,448,"NC20-4551","Horizon578/NC10-5051"
349,1,117,"LA09065SBS-U1","MN06120/LA90105-C4-1-1-1-2-1"
350,1,442,"LA13003SBSBS33-1-1","BW832/HZN306"
351,1,17,"FL0772-R3","P0216A1-1/FL0023-E10-H1-J5"
352,1,211,"TX14OCS5011","TX08Cas 1840//NF27"
353,1,300,"TX20CAS1014","TX07CS1948/TX15OCS6039"
354,1,381,"FLLA17069-56","LA09015SBS-U4 / LA99016"
355,1,39,"Harrison","Coker 234/74C70//Florida 502"
356,1,169,"NC14-1774","Rodgers / NC03-3400"
357,1,189,"TAMO 405","unknown (single vol. plant sel.)"
358,1,325,"LA17089SBS-45-1-1","LA10041SSBS-80 / LA99017"
359,1,145,"NC13-6584","NC01-3981/WN10B//NC01-3981"
360,1,112,"LA09016SBS-U6","FL0210-J1/UFRGS 046050-4"
361,1,49,"LA03060SBSBSB-S1","TX96M1398/LA9339"
362,1,412,"TX20CAS1056","TX15OCS6138/LA07005SBSBSBS-9-S1"
363,1,178,"NC14-1965","SS76-40 / NC01-3497"
364,1,148,"NC14-1491","NC02-456 / SS76-40"
365,1,388,"FLLA17109-68","LA99016 / LA16153,F1 (NC12-3578 / TX14OCS5208)"
366,1,263,"FLLA17051-2","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
367,1,125,"LA09103SBS-U4","LA97006GSB-59-2-4/UFRGS08708-4"
368,1,85,"LA07059SBSBSB-44","ND000824  /  TROPHY"
369,1,188,"SS76-50","NC93-2978/RODGERS//RODGERS/FL874"
370,1,251,"FL13113-69","FL0858-S2-Ab1 (LA04013SBSB-S3(99012SBS-23-S/UFRGS995080-1)/FL0047-J2(Horizon 474/TX97C1168))/BW 08-5"
371,1,309,"TX20CAS1075","TX14OCS5208/TX09CS031//TX15OCS6137"
372,1,214,"TX14OCS5017","NF27//TX07CS1805"
373,1,68,"LA07005SBSBSB-12","FL0121FSBSBSB-S3  /  LA99016"
374,1,15,"FL04155-S06-31-B-S1","FL03139 F1 (TROPHY/MN00226)/FL03224 F1 (UPF94174-1/FL9605-A6-B4)"
375,1,272,"FLLA17100-4","LA10044SSBS-1 / LA16095,F1 (LA09015SBS-U2 / TX14OCS5212)"
376,1,79,"LA07048SBSB-19","LA98002SBS-64  /  LA99017"
377,1,20,"FL0923-U4","MN 06133 (Sask01T-602-05-06/MN01117)/F1 FL0852 (FL0748 F1(Ave. 135.02/SD030888 (SD97039//SD96280/OT275)) /LA97006GSB-59-2-4-SBS1 (FL92OHR26763/TX93M2107))"
378,1,95,"LA08051SBSB-32","LA9339/UFRGS 055093-1"
379,1,164,"NC14-1686","Gerard 224 / NC02-8057"
380,1,383,"FLLA17069-76","LA09015SBS-U4 / LA99016"
381,1,308,"TX20CAS1071","TAMO411/TX14OCS5189//TX15OCS6040"
382,1,201,"TX07CS1965","FL9708-P71=(Coker 92Ab719/Horizon 314)//TAMO 405"
383,1,43,"LA02012-S-B-139-S2-B-S2-B-S2","LA9513IBTB-80-I1-B/MF9424-24"
384,1,328,"LA17129SBSS-60-1","MN11211 (SA081654)2 / LA16022,F1 (CANTARA / BW 823)"
385,1,260,"FL13126-79","BW 837/LA06014SBSBSBSB-34 (LA02079-S-B-69-S2/LA05006,F1(LA9339/TAMO 405))"
386,1,46,"LA03018SBSBSB-65-S1","LA9819IBI-75-2-B/FL9418-A3-B4-B-I"
387,1,389,"FLLA17149-3","NC12-3447 / LA09015SBS-U1"
388,1,37,"Gerard 224","Rodgers/Txab29923//Rodgers"
389,1,362,"TX19CAS0091","FL0772-R2 / LA13036, F1(LA06067SBSBSB-13 / LA07048SBSB-39)//TX14OCS5134"
390,1,96,"LA08056SBSBS-56-S1","LA97006GSB-59-2-4-SBS1/TX02U7682"
391,1,411,"TX20CAS1048","TX14OCS5159/LA07070SBSBSBS-65-S1"
392,1,99,"LA08084SBSBS-15","UFRGS 028153-2/LA99016"
393,1,312,"LA15029SB-18-1-1","BW 139-9 / LA99016"
394,1,308,"TX20CAS1071","TAMO411/TX14OCS5189//TX15OCS6040"
395,1,295,"FLLA16102-76","LA10008SSBS-21 / NC09-4274N"
396,1,216,"TX14OCS5031","TX02U7490//TX08CAS1796"
397,1,41,"HORIZON 270","FL95MEO29/TX93M2107"
398,1,395,"FLLA17018-17","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
399,1,35,"FLORIDA 502",NA
400,1,363,"SCLA17080SBS-4-2","LA10001SSBS-20 / MN2013BT1021-1-2"
401,1,341,"FLLA17088-61","LA10044SSBS-1 / LA10001SSBS-20"
402,1,338,"FLLA17071-19","LA10001SSBS-20 / LA99017"
403,1,404,"TX20CAS1006","TX07CS1948/TX15OCS6039"
404,1,72,"LA07017SBSB-30","LA02018SBSBS5-B-S1(LA9533D36-6/TX98D666)  /  LA9339"
405,1,199,"TX05CS 347-1 (??TAMO405)","TAMO 405/Plot Spike LA9339"
406,1,172,"NC14-1799","Norline / SS76-40"
407,1,299,"TX20CAS1013","TX07CS1948/TX15OCS6039"
408,1,332,"LA17153SBSS-55-1","NC12-3447 / LA09015SBS-U4"
409,1,231,"TX14OCS5116","FL99212-D6//TX02U7443"
410,1,306,"TX20CAS1039","TX14OCS5086/LA14036S"
411,1,173,"NC14-1818","SS76-40 / NC02-8057"
412,1,52,"LA04004SBSB-61-B-S1","LA97006GBS-30-1-C/LA90113-1-B3-AFL2-1-19-3-1"
413,1,452,"TX18OCS9100","LA09013SBSBU6-AB1TX09CS1029"
414,1,77,"LA07033SBSB-33","LA02076SBSBSB-S2  /  LA98002---84-2-S1-B-S1"
415,1,150,"NC14-1498","Gerard 224 / Caballo"
416,1,353,"TX19CAS0041","LA08085BS-T4//LA06071SBSB-S10/TAMO606"
417,1,29,"FL11044-1","Horizon 201/UFRGS 087045-3"
418,1,70,"LA07007SBSBSB-18","FL0206FSB-34-S2(UFRGS 995088-3/LA9535D118-4) /  LA06070,F1 (UFRGS046048-1/HZN 270)"
419,1,94,"LA08039SBSBS-5-S1","LA02065SBSBSB-S2/LA99017"
420,1,185,"Rodgers","Coker 80-33/NC 81-376"
421,1,405,"TX20CAS1011","TX07CS1948/TX15OCS6039"
422,1,274,"FLLA17111-1","LA99017 / LA09015SBS-U1"
423,1,165,"NC14-1695","Gerard 229 / NC05-5456"
424,1,183,"Osage","Fulton (Fulghum/Markton)/Sel.5562 (Vicotria - Argentian/Richland)"
425,1,334,"FLLA17069-53","LA09015SBS-U4 / LA99016"
426,1,76,"LA07033SBSB-2","LA02076SBSBSB-S2  /  LA98002---84-2-S1-B-S1"
427,1,162,"NC14-1643","Caballo / NC05-5579N"
428,1,176,"NC14-1874","SS76-50 / Rodgers"
429,1,379,"FLLA17067-35","LA09015SBS-U4 / LA16170,F1 (TX14OCS5160 / HZN 306 )"
430,1,6,"COKER 227","FL500//Woodgrain/CI7330/3/Moregrain/Milford sel./4/2* Suregrain/PI 287211"
431,1,180,"NC14-1977","Gerard 229 / Rodgers"
432,1,4,"Caballo","RODGERS SIB // ARFOB30/C84-27"
433,1,244,"FL13084-8","LA08092SBSBS-17 (UFRGS 057023-4/TAMO405)/BW 08- 31"
434,1,61,"LA06058SBS-32-S1","LA9339/TAMO 405"
435,1,415,"TX20CAS1063","TX15OCS6138/TX07CS1228"
436,1,226,"TX14OCS5070","FLO115-J2//TX02U7682"
437,1,109,"LA09013SBS-U4","FL0115-J2/WIX8347-2-B-S1"
438,1,368,"SCLA17076SBS-32-1","LA10001SSBS-20 / LA16147,F1 (MN2013BT1020-1-1 / LA07052SBSBSBS-1-S1)"
439,1,195,"TX02U 7097","TX92M1505(C5-2 1563 CR Cpx/SR Cpx/unknown)/TX83Ab2923"
440,1,348,"TX19CAS0002","LA09030SBS-U3-AB1/TX07CS1948//UFGS 1050 64-1"
441,1,135,"NC12-3447","NC02-8005 / AR02133  // Gerard 224"
442,1,289,"FLLA16137-1","LA99016 / LA15101,F1,(LA08084BS-T2 / LA99016)"
443,1,403,"FLLA16056-25","LA06059SBSBSB-46 / LA15120,F1,(TX09CS049 / LA07065SBSBSB-32)"
444,1,252,"FL13123-41","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
445,1,257,"FL13125-17","BW 08-1/LA07004SBSBSBS-5 (FL0121FSBSBSB-S3/LA02079-S-B-69-S2)"
446,1,21,"FL0941-U1","LA04014S-L1 (LA99017SBSB-46/LA833-99AB118)/F1 FL0853 (FL0746 F1(FL0105FSBSBS20-B-S1(TX97C1168/IA 91462-45-1-6)/QR1860BSB-S2 (UFRGS921260 / X8204-1))/FL0206FSB-34-S1-B-S1(UFRGS 995088-3/LA9535D118-4))"
447,1,406,"TX20CAS1035","TX14OCS5086/LA14036S"
448,1,441,"FLLA17020-55","FL0720-R6/LA16098,F1(LA09103SBS-U5/LA99017)"
449,1,385,"FLLA17077-28","LA10001SSBS-20 / NC12-3447"
450,1,423,"LA17009SBSS-53-1","BW 08-5 / MN11211 (SA081654)2"
451,1,250,"FL13112-14","FL0704-R1 (FL99084-J4/UFRGS 057070-1)/Carrolup"
452,1,380,"FLLA17069-49","LA09015SBS-U4 / LA99016"
453,1,190,"TAMO 406","Mitchell/TX83Ab2923/TAMO386R"
454,1,7,"COKER 234","FL500//Woodgrain/CI7330/3/Moregrain/Milford sel./4/2* Suregrain/PI 287211"
455,1,215,"TX14OCS5018","NF27//TX07CS1805"
456,1,219,"TX14OCS5039","TAMO406//TX02D034"
457,1,307,"TX20CAS1070","TAMO411/TX14OCS5189//TX15OCS6040"
458,1,220,"TX14OCS5041","TX02D44//TX05CS556"
459,1,378,"FLLA17051-21","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
460,1,447,"NC20-4621","NC12-3868/NC12-3753"
461,1,80,"LA07048SBSB-28","LA98002SBS-64  /  LA99017"
462,1,212,"TX14OCS5012","TX08Cas 1840//NF27"
463,1,365,"SCLA16032SSBS-7-1","FL0720-R6 / LA99017"
464,1,426,"LA17031SBSS-77-1","HZN 306  / LA16049,F1 (HZN 306  / UFRGS 087045-3)"
465,1,302,"TX20CAS1024","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
466,1,316,"LA17089SBS-33-2","LA10041SSBS-80 / LA99017"
467,1,111,"LA09015SBS-U1 (Jaggernaut)","FL0210-J1/MN06023"
468,1,359,"TX19CAS0066","TX14OCS5003/LA09074SBS-U4"
469,1,330,"LA17153SBS-20-2-1","NC12-3447 / LA09015SBS-U4"
470,1,282,"FLLA17035-50","LA08084SBSBS-15 / LA10041SSBS-80"
471,1,139,"NC12-3845","NC01-3981 / Rodgers"
472,1,310,"TX20CAS1077","TX14OCS5208/TX09CS031//TX15OCS6137"
473,1,433,"LA17089SBS-25-2-1","LA10041SSBS-80 / LA99017"
474,1,316,"LA17089SBS-33-2","LA10041SSBS-80/LA99017"
475,1,293,"FLLA16102-41","LA10008SSBS-21 / NC09-4274N"
476,1,121,"LA09078SBS-U7","UFRGS 046054-2/MN06120"
477,1,18,"FL0914-U2","LA04008SBSB-74-B-S1 (TROPHY/TAMO405)/F1 FL0874 (WIX8347-2(Gem/ND900117)/FL0744 F1(LA01005BSBSBS-46/Bw 103))"
478,1,104,"LA08085SBSBSB-48","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
479,1,386,"FLLA17088-66","LA10044SSBS-1 / LA10001SSBS-20"
480,1,305,"TX20CAS1037","TX14OCS5086/LA14036S"
481,2,397,"FLLA17031-57","HZN 306  / LA16188,F1 (UFRGS 087045-3 / MN11140)"
482,2,51,"LA04004SBSB-121","UFRGS995080-1/9818IBI-24-B-I1"
483,2,31,"FL99153FBS-45-1-B-S-B-S1-B-S1","TX95C3147/FL98007 F1(SC 942283/UFRGS 940556)"
484,2,219,"TX14OCS5039","TAMO406//TX02D034"
485,2,339,"FLLA17071-7","LA10001SSBS-20 / LA99017"
486,2,169,"NC14-1774","Rodgers / NC03-3400"
487,2,254,"FL13123-54","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
488,2,437,"LAFL13108FSB-22-1-1","LA07065SBSBSB-20 (TAMO 405/UFRGS 028152-1)/BW 533"
489,2,52,"LA04004SBSB-61-B-S1","LA97006GBS-30-1-C/LA90113-1-B3-AFL2-1-19-3-1"
490,2,347,"FLLA16083-25","LA08084SBSBS-15 / LA06059SBSBSB-46"
491,2,312,"LA15029SB-18-1-1","BW139-9/LA99016"
492,2,319,"LA17008SBSS-24-1","BW 08-5 / LA16160,F1 (SD110304 / TX14OCS5212)"
493,2,262,"FLLA17028-12","HZN 306  / LA16032,F1 (FL0720-R6 / LA99017)"
494,2,133,"NC10-5069y","SC961246 / Rodgers"
495,2,453,"TX18OCS9104","LA07023SBSBS-FS5-AB1/TX09CS1029"
496,2,111,"LA09015SBS-U1 (Jaggernaut)","FL0210-J1/MN06023"
497,2,83,"LA07049SBSBSBS-52-S1","LA99016/HZN 270"
498,2,438,"LAFL17541-5-1","TX09CS049/LA09015SBS-U2"
499,2,345,"FLLA17152-42","NC12-3447 / LA16016,F1 (BW 08-5 / MN11140)"
500,2,379,"FLLA17067-35","LA09015SBS-U4 / LA16170,F1 (TX14OCS5160 / HZN 306 )"
501,2,121,"LA09078SBS-U7","UFRGS 046054-2/MN06120"
502,2,256,"FL13123-73","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
503,2,73,"LA07023SBS-FS5-Ab1","LA02029SBSBS48/LA06022,F1 (LA9339/UFRGS 028152-1)"
504,2,255,"FL13123-60","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
505,2,444,"NC19-3542","NC12-3868/NC11-1651"
506,2,313,"LA17031SBS-58-1","HZN 306  / LA16049,F1 (HZN 306  / UFRGS 087045-3)"
507,2,163,"NC14-1651","NC05-5456 / SS76-40"
508,2,297,"TX20CAS1001","LA07005SBSBSBS-9-S1/TX14OCS5073"
509,2,301,"TX20CAS1021","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
510,2,355,"TX19CAS0050","LA07007SBS-FS3-Ab1 / FL0772-R2/TX09CS049"
511,2,259,"FL13126-69","BW 837/LA06014SBSBSBSB-34 (LA02079-S-B-69-S2/LA05006,F1(LA9339/TAMO 405))"
512,2,253,"FL13123-50","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
513,2,334,"FLLA17069-53","LA09015SBS-U4 / LA99016"
514,2,293,"FLLA16102-41","LA10008SSBS-21 / NC09-4274N"
515,2,217,"TX14OCS5036","TX08Cas1809//TAMO406"
516,2,343,"FLLA17119-66","MN11211 (SA081654)2 / NC12-3447"
517,2,405,"TX20CAS1011","TX07CS1948/TX15OCS6039"
518,2,190,"TAMO 406","Mitchell/TX83Ab2923/TAMO386R"
519,2,70,"LA07007SBSBSB-18","FL0206FSB-34-S2(UFRGS 995088-3/LA9535D118-4) /  LA06070,F1 (UFRGS046048-1/HZN 270)"
520,2,309,"TX20CAS1075","TX14OCS5208/TX09CS031//TX15OCS6137"
521,2,389,"FLLA17149-3","NC12-3447 / LA09015SBS-U1"
522,2,271,"FLLA17088-60","LA10044SSBS-1 / LA10001SSBS-20"
523,2,449,"NC20-4452","Horizon578/Horizon306"
524,2,20,"FL0923-U4","MN 06133 (Sask01T-602-05-06/MN01117)/F1 FL0852 (FL0748 F1(Ave. 135.02/SD030888 (SD97039//SD96280/OT275)) /LA97006GSB-59-2-4-SBS1 (FL92OHR26763/TX93M2107))"
525,2,402,"FLLA16056-12","LA06059SBSBSB-46 / LA15120,F1,(TX09CS049 / LA07065SBSBSB-32)"
526,2,191,"TAMO 606","Citation/84IORN#30 (=CX466-1-B4-D3-5)"
527,2,159,"NC14-1605","NC03-2567 / SS76-40"
528,2,252,"FL13123-41","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
529,2,287,"FLLA16028-42","FL0720-R6 / LA08016SBSBS-44-S1"
530,2,167,"NC14-1751","Gerard 224 / NC03-5579N"
531,2,188,"SS76-50","NC93-2978/RODGERS//RODGERS/FL874"
532,2,360,"TX19CAS0067","TX14OCS5003/LA09074SBS-U4"
533,2,298,"TX20CAS1002","LA09026SBS-U1//TX09CS1112/LA06059"
534,2,410,"TX20CAS1047","TX14OCS5159/LA07070SBSBSBS-65-S1"
535,2,98,"LA08083SBSBS-5","UFRGS 028152-1/LA97006GSB-59-2-4-SBS1"
536,2,309,"TX20CAS1075","TX14OCS5208/TX09CS031//TX15OCS6137"
537,2,305,"TX20CAS1037","TX14OCS5086/LA14036S"
538,2,172,"NC14-1799","Norline / SS76-40"
539,2,356,"TX19CAS0055","LA08051BS-T2/TX14OCS5001"
540,2,338,"FLLA17071-19","LA10001SSBS-20 / LA99017"
541,2,192,"TIFT",NA
542,2,314,"LA17076SBS-32-1",NA
543,2,118,"LA09066SBS-U3","MN06120/TX02U7682"
544,2,371,"SCLA17048SBS-16-2","LA08084SBSBS-15 / LA10044SSBS-1"
545,2,43,"LA02012-S-B-139-S2-B-S2-B-S2","LA9513IBTB-80-I1-B/MF9424-24"
546,2,99,"LA08084SBSBS-15","UFRGS 028153-2/LA99016"
547,2,185,"Rodgers","Coker 80-33/NC 81-376"
548,2,412,"TX20CAS1056","TX15OCS6138/LA07005SBSBSBS-9-S1"
549,2,110,"LA09013SBS-U6","SD60130(IL95-1241/W00276)/UFRGS 087212-1"
550,2,342,"FLLA17088-77","LA10044SSBS-1 / LA10001SSBS-20"
551,2,7,"COKER 234","FL500//Woodgrain/CI7330/3/Moregrain/Milford sel./4/2* Suregrain/PI 287211"
552,2,401,"FLLA16179-9","TX14OCS5212 / LA15044,F1,(HZN 306 (LA05006) / LA08048SBSBS-15)"
553,2,201,"TX07CS1965","FL9708-P71=(Coker 92Ab719/Horizon 314)//TAMO 405"
554,2,30,"FL99084-J2","TX96D210FL/98008 F1(LA90151-BB-11-2-1/UFRGS 940556)"
555,2,429,"LA17070SBSS-20-1","LA09015SBS-U4 / LA16170,F1 (TX14OCS5160 / HZN 306 )"
556,2,178,"NC14-1965","SS76-40 / NC01-3497"
557,2,300,"TX20CAS1014","TX07CS1948/TX15OCS6039"
558,2,446,"NC20-4526","Horizon578/Gerard227"
559,2,109,"LA09013SBS-U4","FL0115-J2/WIX8347-2-B-S1"
560,2,249,"FL13110-68","LA06071-SBSB-S10 (UFRGS046048-1/TX02U7605)/BW 08-19)/LA08043SBSBS-4 (LA03046SBS7-B-S1/LA97006GSB-59-2-4)"
561,2,27,"FL1045-1","IL 02-8011/FL03117-L5(UFRGS B017108-2-5/Bw1000)"
562,2,40,"Horizon 201","FL92OHR35183-Y1/TX96M1384 (=FL99201-D29-E1)"
563,2,24,"FL1013-1","SD60130(SPURS/W00276)/UFRGS 087212-1"
564,2,336,"FLLA17069-54","LA09015SBS-U4 / LA99016"
565,2,222,"TX14OCS5054","TX02U7029//TX00D110"
566,2,378,"FLLA17051-21","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
567,2,369,"SCLA17119SBS-4-2","LA99017 / LA09015SBS-U1"
568,2,288,"FLLA16117-4","LA15040,F1,(FL0720-R6 / LA99017) / NC12-3578"
569,2,44,"LA02035-I-J1","LA978GIB-172/HZN LA976"
570,2,304,"TX20CAS1034","TX14OCS5086/LA14036S"
571,2,32,"FLORIDA 02011","LA9513IBTB-10-1/MF9714-136"
572,2,195,"TX02U 7097","TX92M1505(C5-2 1563 CR Cpx/SR Cpx/unknown)/TX83Ab2923"
573,2,384,"FLLA17077-16","LA10001SSBS-20 / NC12-3447"
574,2,4,"Caballo","RODGERS SIB // ARFOB30/C84-27"
575,2,158,"NC14-1584","NC01-3497 / BYDV 121"
576,2,330,"LA17153SBS-20-2-1","NC12-3447 / LA09015SBS-U4"
577,2,303,"TX20CAS1025","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
578,2,199,"TX05CS 347-1 (??TAMO405)","TAMO 405/Plot Spike LA9339"
579,2,141,"NC12-3922","Rodgers / NC03-2421"
580,2,14,"FL03254-L1","LA982IBI-64(833/TAMO 397)/UFRGS 028155"
581,2,151,"NC14-1501","Gerard 224 / Caballo"
582,2,324,"LA17088SBSS-15-1","LA10041SSBS-80 / LA16165,F1 (TX09CS065 / BW 08-5)"
583,2,75,"LA07026SBS-FS1-Ab1","LA02029SBSBS48/UFRGS 028153-2"
584,2,74,"LA07024SBSBSBS-7-S1","LA02029SBSBS48/LA06030,F1 (HZN 270/LA90105-C4-1-1-1-2-1)"
585,2,1,"BIG MAC","Coker 68-16/Coker 69-26//Coker 68-23/Coker 68-26 4/Sg/ PI 287211"
586,2,139,"NC12-3845","NC01-3981 / Rodgers"
587,2,310,"TX20CAS1077","TX14OCS5208/TX09CS031//TX15OCS6137"
588,2,417,"TX20CAS1076","TX14OCS5208/TX09CS031//TX15OCS6137"
589,2,210,"TX14OCS5010","TX02U7227//NF27"
590,2,372,"SCLA17151SBS-40-1","NC12-3447 / FL0720-R6"
591,2,96,"LA08056SBSBS-56-S1","LA97006GSB-59-2-4-SBS1/TX02U7682"
592,2,294,"FLLA16102-75","LA10008SSBS-21 / NC09-4274N"
593,2,198,"TX02U 7605","TX92M1596(79Bord/Kenya SR/TAMO 386)/TX83Ab2923"
594,2,85,"LA07059SBSBSB-44","ND000824  /  TROPHY"
595,2,337,"FLLA17069-52","LA09015SBS-U4 / LA99016"
596,2,101,"LA08085BS-T2","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
597,2,197,"TX02U 7479","92M1009(T386""S""/94Ab347"
598,2,131,"LA99017 (BUCK)","TX96M1385/LA604"
599,2,209,"TX14OCS5004","TAMO405//NF95418"
600,2,221,"TX14OCS5050","TAMO406//TX00D110"
601,2,276,"FLLA17149-1","NC12-3447 / LA09015SBS-U1"
602,2,286,"FLLA17084-28","LA10041SSBS-80 / LA99017"
603,2,307,"TX20CAS1070","TAMO411/TX14OCS5189//TX15OCS6040"
604,2,420,"LA16118SSBSS-6-1","LA15041,F1,(HZN 306 (LA05006) / FL0720-R6) / TX14OCS5212"
605,2,370,"SCLA17074SBS-1-1","LA10001SSBS-20 / LA09015SBS-U1"
606,2,239,"FLLA09044-U1","UFRGS 028153-2/LA99016"
607,2,425,"LA17018SBSS-35-1","FL0720-R6 / LA10041SSBS-80"
608,2,240,"FL13057-4","FL0704-R1 (FL99084-J4/UFRGS 057070-1)/FL0772-R3 (LA02018SBSBS5-B-S1/UFRGS 057029-4 )"
609,2,69,"LA07007SBSB-68","FL0206FSB-34-S2  /  LA06070,F1 (UFRGS046048-1/HZN 270)"
610,2,18,"FL0914-U2","LA04008SBSB-74-B-S1 (TROPHY/TAMO405)/F1 FL0874 (WIX8347-2(Gem/ND900117)/FL0744 F1(LA01005BSBSBS-46/Bw 103))"
611,2,208,"TX10CAS085","TX05F4-585(Sect.495/TAMO406)//TX02U7605"
612,2,374,"FLLA17029-66","HZN 306  / LA16044,F1 (HZN 306  / FL0720-R6)"
613,2,272,"FLLA17100-4","LA10044SSBS-1 / LA16095,F1 (LA09015SBS-U2 / TX14OCS5212)"
614,2,12,"FL03001BSB-S7","LA9339E45/Bw3996"
615,2,211,"TX14OCS5011","TX08Cas 1840//NF27"
616,2,125,"LA09103SBS-U4","LA97006GSB-59-2-4/UFRGS08708-4"
617,2,341,"FLLA17088-61","LA10044SSBS-1 / LA10001SSBS-20"
618,2,270,"FLLA17078-54","LA10041SSBS-80 / LA16153,F1 (NC12-3578 / TX14OCS5208)"
619,2,122,"LA09082SBS-U11","UFRGS046103-2/ND 020971"
620,2,253,"FL13123-50","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
621,2,352,"TX19CAS0032","LA07005SSBSB12//LA07007SBSBSB-18/TX09CS058"
622,2,281,"FLLA17032-5","HZN 306  / NC09-4274N"
623,2,173,"NC14-1818","SS76-40 / NC02-8057"
624,2,326,"LA17089SBSS-73-1","LA10041SSBS-80 / LA99017"
625,2,308,"TX20CAS1071","TAMO411/TX14OCS5189//TX15OCS6040"
626,2,237,"FL12034-10","LA06055SBSBSB-79 (TAMO 405/LA02054-S-B-167-S2)/FL11048 F1 (FL03038-L1/MN 08262)"
