179.2672 164.7943
179.0981 166.6225
175.9827 167.2093
172.4159 167.2205
167.4531 160.6844
177.3411 165.3882
176.7474 161.2272
168.4193 161.8459
165.3319 162.9537
170.4522 165.9247
166.3306 161.6951
169.4255 158.5699
169.1858 164.1261
164.2525 158.1443
174.958 162.6643
170.585 163.9566
172.5702 167.8109
168.2737 163.5673
173.6979 167.562
182.0567 167.3695
174.6219 166.4273
177.7702 167.6857
172.8037 164.525
169.1632 163.711
173.5331 166.8775
172.3989 164.1007
175.0945 164.7048
177.5868 166.2042
174.0629 166.0481
176.2693 169.8182
181.2222 168.316
180.1253 162.538
181.61 166.8161
174.1899 163.1061
173.9384 165.845
179.4869 166.156
174.9424 164.4682
172.0025 166.0286
179.5196 168.9158
175.1708 161.5908
179.2797 158.078
163.2423 158.3425
178.9436 162.6057
171.2575 165.9154
177.676 171.1736
172.4728 163.11
181.7862 168.5693
181.5402 166.6746
178.3216 165.6533
185.2185 166.7906
183.828 172.8095
174.625 168.5669
171.2739 165.744
172.1129 163.018
173.3512 165.1127
180.5978 164.8107
172.7861 167.8702
182.0943 170.7349
181.4554 172.3614
187.9418 167.5266
188.5368 171.6653
193.0952 174.2624
178.9393 170.7024
180.7729 168.6748
186.0286 169.1501
180.5024 167.5783
186.2833 169.463
179.7448 168.8703
175.4822 163.9666
180.3035 170.6497
183.0041 168.2835
178.5868 167.022
176.3987 164.1402
172.8907 163.5411
162.326 162.5935
175.0378 171.983
185.1687 168.2247
176.652 165.5242
173.2848 170.4505
171.6958 168.9046
172.9703 167.2643
173.2516 161.5256
182.7106 164.4111
185.8774 171.0947
169.7443 169.9455
175.8897 162.5611
173.7403 165.5065
177.1176 164.5955
168.4502 167.2414
185.4092 166.8848
183.3304 169.9119
181.3743 169.5371
173.5805 165.0023
169.389 160.373
166.7623 160.0891
161.723 162.6358
172.0728 163.9507
167.9533 166.0171
159.7016 163.5449
175.6509 164.1967
